Question,Answer
NFLはプレシーズンゲームを6回プレイしたことがありますか,YES
トム・ハンクスはフォレスト・ガンプで賞を受賞しましたか,YES
もつれたシリーズのシーズン2はありますか,YES
タイタニック号が沈没するとき、彼らは本当に音楽を演奏したのだろうか,YES
実を結ぶために花は受粉する必要がありますか,YES
ワールドシリーズで優勝していないMLBチームはありますか,YES
フランスには大統領と首相がいますか,YES
核廃棄物と放射性廃棄物は同じですか,YES
エットライドはまだハリウッドのユニバーサルスタジオにありますか？,No
ウェストパームビーチとパームビーチに違いはありますか,YES
水爆が戦争で使用されたことがありますか,No
vmi卒業生は兵役に就かなければなりませんか,No
タイタンの怒りの続編はあるのでしょうか？,No
シャーリー・テンプルのアルコールバージョンはありますか,YES
テニスでは2ゲーム差で勝たなければなりませんか,YES
ライオンは猫科の一員ですか,YES
国民保険番号をIDとして使用できますか,No
アルケンはシクロアルカンと同じ式を持つことができますか,YES
チェロとベースは同じものですか,No
カーダシアン家の中に大学を卒業した人はいますか,YES
ガーナ到着時にビザを取得できますか,YES
「醜い」という本に基づいた映画はありますか,No
気になる人物のシリーズ5はありますか？,YES
家主に接近禁止命令を出せますか,YES
とにかくまだ放送中の誰のセリフですか,YES
クリームエッグは一年中買えますか,No
若き正義のシーズン3はありますか？,YES
水砂糖と酵母だけでお酒は作れますか？,YES
インドのトニックウォーターはトニックウォーターと同じですか,YES
ダッジステルスは三菱3000GTと同じですか,YES
ノースカロライナの日曜日に飲めますか,YES
英語に母音のない単語はありますか,YES
ティーカップピッグのようなものはありますか,No
ワイト島に病院はありますか,YES
メッシは2006年のチャンピオンズリーグ決勝でプレーしましたか,No
スーパーナチュラルでディーンは生き返るのか？,YES
パニッシャーシーズン2はありますか？,YES
ブラインドベークにアルミホイルを使用できますか,YES
リブート・ザ・ガーディアンコードのシーズン2はありますか？,No
ケンタッキーダービーにはいつも20頭の馬がいるのですか？,No
陪審員の投票は全会一致でなければなりませんか,YES
ウィン ラスベガスにはカジノがありますか,YES
自動車保険に加入しないのは法律違反ですか,YES
ロシア語とウクライナ語は同じアルファベットを使用しますか,No
インフォニティ戦争にエンドシーンはありますか,YES
最後の食事でお酒を飲んでもいいですか？,No
アデルにはベイビー・グレイの解剖学があるの？,YES
インドからパキスタンへのフライトはありますか,YES
プレオーダーゲームにはお金を払わなければなりませんか,YES
アッシュは家に帰って帰ってくるだろうか,No
ニュージャージー州にはあなたの根拠法の立場はありますか,No
アリゾナ州は夏時間を実施していない唯一の州ですか,No
宇宙で失われたロボットには名前がありますか,No
完全雇用とは雇用が 100 に達していることを意味しますか,No
遺灰を海に捨ててもいいですか？,YES
ウェストバージニアでは日曜日にお酒を買えますか,YES
リサイクルショップはチャリティーショップと同じですか,YES
大統領には議員を解任する権限がありますか,No
ゴールキーパーはNHLでキャプテンになれますか,No
コッドブラックオプス3にはキャンペーンがありますか,YES
ワールドカップ優勝者はトロフィーを保管しますか,No
肩は腕の一部ですか,YES
空のネットゴールはプラスマイナスにカウントされますか,No
インフォニティ戦争の終わりに何かあるのか,YES
細胞膜と原形質膜は同じですか,YES
プエルトリコで連邦税を支払わなければなりませんか,YES
ベアーズは1985年のスーパーボウルで優勝しましたか,No
彼らはレスリングをオリンピックから除外しましたか,No
価格の変化は需要曲線をシフトさせるだろうか,No
石器時代は青銅器時代の前に来ましたか,YES
レーナード・スキナードのオリジナル・メンバーはまだバンドにいますか,No
いくつかの魚は海水と淡水の両方に生息できますか,YES
faカップ準優勝者はヨーロッパへの出場権を獲得できるのか,No
カッコーの巣の上を飛んだのは本当の話ですか,No
マーク・ウォールバーグは映画の中でロックスター自身の歌を歌っていましたか,YES
fccは放送局の販売価格を設定していますか,YES
日曜日にウィスコンシンで車を買えますか,No
テキサスで自動小銃を所有できますか,YES
ミスター・ピブはピブ・エクストラと同じですか,YES
glee シーズン 1 ではセクションで優勝しますか?,YES
遺体はすべてレッドウィング作戦で回収されたのか,YES
メスのアヒルだけが鳴くというのは本当ですか？,No
カトリック教徒は聖公会教会で聖体拝領を受けることができますか,No
塩素爆弾のようなものはありますか,YES
ボストンにチアーズというバーがありますか,YES
北アメリカから南アメリカまで車で行ってもらえますか,No
サウスショアの電車はマコーミック・プレイスに止まりますか,YES
ハミルトンニュージャージー州とトレントンニュージャージー州は同じですか,No
韓国で同じ姓の人と結婚できますか,YES
50 シェード オブ グレーの続編はありますか,YES
投手はチームの負けを掴むことができるか,YES
炭素固定はカルビン回路と同じですか,No
少年は私たちの間の空間で死ぬのですか？,No
パックはラインを完全に越えなければなりませんか,YES
シーズン4のラストタンゴ・イン・ハリファックスはありますか？,YES
dia de los muertosは諸聖人の日と同じですか,No
能動輸送は分子を濃度勾配に沿って移動させるのか,No
車輪のない飛行機を着陸できますか,YES
彼らはシアトルにイン・アンド・アウトを持っていますか,No
郵便番号は郵便番号と同じですか,YES
ワンス・アポン・ア・タイムのエマは愛を見つけますか,YES
グラミー賞を受賞するにはアメリカ人である必要がありますか,No
条約は憲法に従わなければなりませんか,YES
Xbox One で Xbox 360 ゲームをプレイできますか,YES
バットボーイはチームと一緒に旅行しますか,No
ジョー・ウィルソンとアレックス・カレフはまだ一緒ですか,YES
私があなたのお母さんと出会ったとき、お母さんは亡くなったのですか？,YES
ティアとタメラは姉妹の両親を見つけましたか,YES
MLBのコーチは試合に出場できますか,YES
ゲツセマネの園にオリーブの木がありましたか,YES
検察官は誤審後に再起訴できるか,YES
人肉を食べると病気になりますか,YES
彼らはまだマラソンキャンディーバーを作っていますか？,No
ニューヨークはあなたの根拠法を守っていますか,No
おならで火を起こすことはできますか,YES
徴兵登録するのは今でも法律ですか？,YES
ネットボール サークルの外からシュートできますか,No
ネイビーブルーとミッドナイトブルーは同じですか,No
アメリカには2018年のワールドカップチームはありますか,No
オリジナルの聖書には章と節がありましたか,No
チャンネル諸島はイギリスの一部ですか,No
コンバットシャツの下にシャツを着ますか？,No
地球上のどの場所でも同じ量の太陽光が降り注いでいますか,No
ギランバレー症候群は下位運動ニューロン疾患ですか,YES
アリゾナに原子力発電所はありますか,YES
ニッキー・ミナージュがビルボードでナンバーワンになったことはありますか,YES
スペイン米とメキシカンライスに違いはありますか,No
59歳で妊娠できますか？,YES
進撃の巨人シーズン2はありますか？,YES
くも膜は硬膜に付着しているように見えますか,YES
2018年に英国総選挙はありますか,No
カリフォルニアではヘルメットなしで自転車に乗るのは合法ですか,YES
ワールドカップ開催国は自動的に出場権を獲得しますか,YES
アメリカン ホラー ストーリー シーズン 1 はどこで撮影されましたか,YES
初歩的な徹夜待ちビデオ、それは本当ですか,YES
インフィニティ・ウォーにエンドクレジットシーンはありますか,YES
誰かの家に卵を投げるのは違法ですか,YES
私たちは堕落したクリスチャンバンドですか,No
カリフォルニア・ポリ・サン・ルイス・オビスポは州立学校ですか,YES
ルートビアとドクターペッパーは同じですか,No
リンゴはビートルズのリンゴと同じですか,No
チェスで王様を危険にさらすことができますか,No
プエルトリコで生まれた場合、あなたはアメリカ国民ですか,YES
風が強いと日焼けしますか？,YES
EU内のすべての国はユーロを使用していますか,No
あなたには身分証明書の提示を拒否する権利がありますか,YES
デクスターとブライアンの父親は同じですか,YES
インフィニティウォーは2部構成になるんですか？,YES
野球で意図的にボールを落とすことができますか,YES
ロブスターの緑色のものは食べられますか？,YES
スーツのシーズン8はありますか？,YES
岩のドームの中に岩はありますか？,YES
西インド諸島はワールドカップへの出場権を獲得しましたか,YES
ミナはまだ電源99に何と言っていますか,YES
双子は二人の異なる父親から生まれることができますか,YES
ウィスコンシン州には強化された運転免許証がありますか,No
サウジアラムコは世界最大の企業ですか,YES
1920年代に飲酒年齢はありましたか,No
グリークラブはシーズン1で部門優勝しますか?,YES
デュークスのマヨネーズには砂糖が入っていますか,No
ロード・オブ・ザ・リングは叙事詩だと考えられていますか,YES
モンタナ州で赤信号で右折できますか,YES
日曜日にサウスカロライナでアルコールを買えますか,No
インクレディブル・ハルクはハルクの続編ですか,No
ルピニ豆はリマ豆と同じですか,YES
相同染色体と姉妹染色分体は同じですか,No
スイカ酒というものはありますか？,YES
空軍には宇宙軍はありますか,YES
北半球に住んでいるペンギンはいますか,No
ケロッグと一般的なミルは同じですか,No
囚人房ブロックhはゴーワースと同じですか,YES
ビートルズはローリング・ストーンズのために何か曲を書きましたか,YES
ハート・オブ・ディクシーのブルーベルは実在する場所ですか,No
ロシアは自動的にワールドカップ出場権を獲得しましたか,YES
バハマは米国の一部ですか,No
チコロールに肉は入っていますか？,YES
家に帰る長い道はシリーズですか,YES
NBA選手でクアドルプル・ダブルを達成したことがありますか,YES
すべての文化は左手に結婚指輪を着用しますか,No
大統領は同じ人物を二度赦免できるだろうか,YES
ウィロウ・スミスは『アイ・アム・レジェンド』で演奏しますか？,YES
ある日、私はかなり自伝を話すのですか,YES
最終価値は企業価値と同じですか,No
カサ・ボニータはタルサでまだ営業していますか？,No
私たちに生まれていない人が大統領になれるでしょうか,No
モンロー・スターは『ラスト・タイクーン』で死ぬのか？,YES
ファーストレディはシークレットサービスの生涯保護を受けることができますか,YES
イギリス人がインドにカースト制度を創設したのか,No
16歳でも死刑になるのか,No
サマータイムは世界中で行われていますか,No
美女と野獣でモーリスは死ぬの？,No
テレサは死の治療の本で死ぬのですか？,YES
大腿神経は伏在神経に変わりますか,YES
アンジェラ・ランズベリーは『美女と野獣』で歌いましたか？,YES
イギリスでは外でお酒を飲めますか,YES
カルティエのラブ ブレスレットはシルバーですか?,No
英国には野生のオオカミがいますか,No
大統領になるには米国に生まれなければなりませんか,YES
ユタ州では男性は複数の妻を持つことができますか,No
タンパベイ・ライトニングがスタンレーカップで優勝したことはありますか,YES
左手の薬指はあなたの心臓とつながっていますか,No
信託受益者は第三者を訴えることができますか,YES
資本コストが変化した場合、内部収益率 (irr) の最終結果は変化しますか?,No
ポケモンのファイアレッドはリーフグリーンと同じですか,No
サッカーのセンターはボールをスナップしなければなりませんか,YES
進撃の巨人シーズン2出ましたか,YES
上院議員は生まれながらの国民である必要がありますか,No
空気質量流量センサーはすべて同じですか,No
水で動くエンジンはありますか,No
カリフォルニア大学サンフランシスコ校はカリフォルニア大学システムの一部ですか,YES
リフトバレー熱の治療法はありますか,No
6か国で2ボーナスポイントを獲得できるか,YES
ファイブハートビートというグループがありましたか？,No
バスク語は他の言語に関連していますか,No
ウェルズ・ファーゴとバンク・オブ・アメリカは同じですか,No
ライオンキングのリメイクはありますか,YES
シャーロック・ホームズの新しいシリーズはありますか,No
ナース・ジャッキーのシーズン8はあるの？,No
ディズニーワールドはスターウォーズランドを建設していますか,YES
米国国民は複数のパスポートを保持できますか,YES
カナダのパスポートは市民権の証明として使用できますか,No
wiiuは古いwiiゲームをプレイしますか,YES
サウスシェットランド諸島は南極大陸の一部ですか,YES
スタートレック3はありますか？,YES
新しいチャンピオンズリーグのトロフィーは毎年ありますか,No
彼らはフライドグリーントマトにフランクを入れて食べましたか？,YES
飛行機に乗るのにパスポートカードを使用できますか,YES
台湾の観光ビザは必要ですか?,No
ワイルドカードで UNO ゲームを終了できますか,YES
副大統領はホワイトハウスに住んでいますか,No
ネットフリックスのスクリームシーズン3はありますか？,YES
精子濃度は精子数と同じですか,YES
Xbox One のゲームは Xbox 360 で動作しますか,YES
五つ葉のクローバーのようなものはありますか,YES
固定資産は非流動資産ですか,YES
エンパイアステートビルに住民はいますか,YES
アメリカとイギリスの手話は同じですか,No
南極に陸地はありますか,YES
テキサスにはまだ脱退する権利があるのか,No
米国で二重国籍であることは合法ですか,YES
日本は島々から成る国ですか,YES
米国国民は北朝鮮に旅行できますか,YES
レッツゴーイーブイでイーブイを進化させることはできますか,No
空軍ではひげを生やしてもいいですか？,No
またいとこというものはありますか,YES
ヒューストンには問題があるって彼らは言った？,No
太い上行脚は水を通すことができますか,No
スペイン国歌に何か歌詞はありますか,No
ニュージーランドには権利章典がありますか,YES
リーグ 1 プレーオフでアウェイ ゴール数をカウントする,No
見知らぬ人と部外者は同じ本ですか,YES
シーズン8には公園やレクリエーションはありますか,No
アバの歌はマンマ・ミーアのために書かれたものですか,No
緊急車両のために車を停める必要がありますか,YES
すべての猫は同じ血液型ですか,No
シュヴァルツシルト半径は事象の地平線と同じですか,YES
ホーリーオークスの王子とハンターは本当の双子ですか,No
ブルーラグーンでは彼らは兄と妹ですか？,No
ニュージーランドで拳銃を所有できますか,YES
彼らはまだ遊戯王カードを作っていますか？,YES
アメリカで速度制限のない場所はありますか,No
彼らは2番目の黄金の羅針盤映画を作りましたか,No
キツネは毛皮について何と言っていますか,No
エドワーズのボーイフレンドはグレイの解剖学で死ぬのか,YES
スクラブを着た管理人には名前がありますか,YES
量子物理学と量子力学は同じですか,YES
ジョン・デンバーはジェット機で出発することを書きましたか,YES
モンターグは華氏451度で死ぬ映画ですか?,YES
中東で雪が降ったことがありますか,YES
現職の最高裁判所判事を訴えることはできますか,YES
オリジナルの番組はスピンオフですか,YES
ロスとデメルザは本の中で一緒にいますか,YES
サウスダコタ州では車の中で銃を持ち運べますか,YES
海兵隊は海軍の一部門ですか,No
シリコンバレーシーズン5は最後のシーズンですか,No
すべての州が強化された運転免許証を持っていますか,No
usgaはpgaと同じですか,No
サメはヒレを切られると死ぬのか,YES
バーコードの白い部分をスキャンしますか,YES
イエローストーン国立公園に超火山はありますか,YES
水は高度が異なると異なる温度で沸騰しますか,YES
プリティ・リトル・ライアーズのシーズンはまだありますか,No
くまのプーさんにはウサギがいましたか,YES
溺れるときは水の中で呼吸しますか,YES
サメよけのようなものはありますか,YES
ナルトのシーズン4はありますか？,YES
バーの主人はコメットと同じ友達ですか,No
サモアは米国の一部ですか,YES
ハンガリーはワールドカップに出場したことがありますか,YES
ラスベガスに移転するNFLチームはありますか,YES
マディソン郡の橋は実話ですか,No
スペインには国王と大統領がいますか,YES
卵管は子宮につながっていますか,YES
ワイオミングに空軍基地はありますか,YES
ハリー・スタイルズはリメイク版の時代の兆しですか,No
タイタニック号のネックレスは今までに発見されましたか,YES
モルダーとスカリーは一緒に子供を作りますか,YES
tracfone はストレートトークで使用できますか,No
アカエイとマンタは同じものですか,No
カリフォルニアからケンタッキーにワインを発送できますか,No
複数の国の国民になれますか,YES
映画『ダイバージェント』の続編はありますか？,YES
アメリカ領バージン諸島はアメリカの一部ですか,YES
ロジャー・ラビットを描いたのは誰ですか、それはディズニー映画ですか,YES
ヒマラヤ山脈は収束境界で形成されたのか,YES
米国にはコロラド川が 2 本ありますか,No
アメリカを走って横断した人はいますか,YES
映画「オール・イズ・ロスト」は実話ですか,No
グアルディオラはバイエルン・ミュンヘンでチャンピオンリーグ優勝したのか,No
カナダはワールドカップに出場したことがありますか,YES
現在の副大統領は大統領に立候補できるか,YES
ダニー・ウェルベックはワールドカップでプレーしましたか,YES
スコッティをビームアップしてって言ったことある？,No
固有分数の逆数は固有分数になりますか,No
人間の体は脂質、炭水化物、タンパク質を合成できますか,No
フィアー・ザ・ウォーキング・デッドとウォーキング・デッドは同じですか,No
ビッグベンには四方に時計がありますか,YES
故意に法律を無視することはできるだろうか,YES
各国はワールドカップのトロフィーを保持できるのか,No
Xbox One のゲームは Xbox 360 で動作しますか,No
ブレイキング・バッドの息子はMSを持っていますか,No
トリプルバレルの姓を持てますか,YES
ペンシルベニアにアイビーリーグの学校はありますか,YES
地下鉄に鉄道はありましたか,No
羊たちの二度目の沈黙はあるだろうか,YES
ディルウィードはディルの葉と同じですか,YES
未亡人のピークがあるのは普通のことですか,YES
テレビ番組「ブルーブラッド」はまだ続いていますか,YES
英国でクロスボウを合法的に所有できますか,YES
高校を卒業してすぐにNBAに行くことはできますか,No
オリンパスが墜落したのはホワイトハウスで撮影されたのか,No
ニューメキシコに空軍基地はありますか,YES
アルファ放射はアルファ減衰と同じですか,YES
ノースカロライナ州とサウスカロライナ州のシャーロットはありますか,YES
彼らは新しいテキサスレンジャーズスタジアムを建設していますか,YES
誰かを最高裁判所から追い出すことができますか,YES
大統領は米国外で生まれることができますか,YES
サマセットのウェルズに鉄道駅はありますか,YES
スペリオール湖からボートで大西洋まで行けますか,YES
モッキングジェイパート2の後にまたハンガーゲームはありますか？,No
ハヤブサと雪だるまはまだ刑務所にいるのですか,No
2ポイントコンバージョンインターセプトで得点できるか,YES
トルコにバットマンと呼ばれる都市はありますか,YES
あなたが有罪判決を受けた重犯罪者であれば投票できますか,No
州全体が両上院議員に投票しますか,YES
風と共に去りぬのタラは実在する場所ですか？,No
静かな場所には手話の字幕がありますか,YES
ラスベガスにはプロスポーツチームがありますか,YES
液体ラテックスは接着剤として使用できますか,YES
タコマナローズ橋崩落で誰か亡くなった？,No
人は心を右側に置くことができますか,YES
iPhone 8 PlusにはTouch IDがありますか,YES
牛と一緒に走って死んだ人はいますか,YES
女王には赦免する権限があるのか,YES
女性がボストンマラソンで優勝したことがありますか,YES
手足や口がかゆくなりますか,YES
カリフォルニアで自転車に乗るにはヘルメットが必要ですか?,No
イギリス陸軍に元帥はいますか,YES
アイアムナンバー4の映画は他にありますか,No
太陽フレアで電力が失われたことはありますか,YES
ロンドンの公共の場で飲酒することは合法ですか,YES
アイアンフィストのセカンドシーズンはありますか,YES
ピートのドラゴンはハッピーエンドですか？,YES
アメリカでオペルを買えますか,YES
シルバニアファミリーと三毛猫は同じですか,YES
英国は連邦の一員ですか,YES
バターフィンガーキャンディーバーにはピーナッツバターが入っていますか,YES
マイクのハードレモネードはワインクーラーですか,No
英国には時効がありますか,YES
テキサス州の敷地内に拳銃を持ち込んでも大丈夫ですか,YES
ジェイミー・リー・カーティスはハロウィンH20で死ぬのか？,No
スポケーンに軍事基地はありますか,YES
副大統領もホワイトハウスに住んでいますか,No
サブはサッカーに復帰できるか,No
事実婚を行っている州はありますか,YES
ゴシップガールのブレアには赤ちゃんがいますか,YES
チャンピオンリーグのチームはヨーロッパリーグに落ちますか,No
水遊び用おむつを普通のおむつとして使用できますか,No
テキサス州にはあなたの立場を守る法律がありますか,YES
犬はドアの向こうで死んでいますか,YES
オオカミと叫んだ少年には名前がありましたか,No
ロスとレイチェルは結局結婚するのか,No
アベンジャーズ・インフィティ・ウォーにエンドシーンはありますか,YES
スチューイの声が聞こえるのはブライアンだけですか,No
ピラニア2は出ますか？,YES
レッドベルベットケーキはチョコレートと同じですか,No
シャークタンクはドラゴンズデンのコピーですか,YES
チンゲン菜とチンゲン菜は同じですか,YES
テキサス州で少年に死刑判決が下される可能性はあるのか,No
東ドイツはワールドカップ出場権を獲得したことがありますか,YES
directx 10でdirectx 11のゲームをプレイできますか,YES
フランスで生まれたならあなたはフランス人ですか,No
NBAのフリースロー中にジャンプできますか,YES
ビンス・カーターは決勝戦に行ったことがありますか,No
空軍に特殊部隊はありますか,YES
米国では医療を配給していますか,YES
カリフォルニアで電話で話したり運転したりすることは違法ですか,No
ハリー・ポッターは炎のゴブレットを獲得しますか,YES
オフィスでパムとジムは結婚しますか,YES
NHでは電子機器に消費税はありますか,No
国立公園局は非営利ですか,No
テキサス州旗はアメリカ国旗と同じ高さに掲揚されますか,No
マイケル・ジャクソンはディス・イズ・イット・ツアーを始めましたか,No
信念を貫くシリーズ2はありますか？,YES
WSOPのメインイベントで女性が優勝したことがありますか,No
ノンアルコールビールを購入するのに年齢制限はありますか,No
ブルーラグーンのキャラクターは兄と妹ですか？,No
ゲームボーイアドバンスSPにはヘッドフォンジャックがありますか,No
水アレルギーのようなものはありますか,YES
シーズン7は新しい女の子の終わりですか,YES
お米アレルギーの可能性はありますか,YES
1試合で5本のホームランを打ったMLB選手はいますか,No
アメリカからカナダまで車で行けますか,YES
アメリカでナイフを持ち歩くのは違法ですか,YES
ヤシの木とヤシの木は同じものですか,No
楽園の季節はまた来るだろうか,No
NBAにルーキーオールスターがいただろうか,YES
全国カリキュラムはイングランドとウェールズで同じですか,YES
スコットランドカップ準決勝に延長戦はありますか,YES
DNA複製はセントラルドグマの一部ですか,YES
下院の議長は議会にいる必要がありますか,No
ジャンゴは映画の最後に死ぬのですか？,No
落葉樹は暖かい気候では葉を失いますか,YES
カナダには千ドル紙幣がありますか,No
IH調理器に鋳鉄を使用できますか,YES
イギリスにボストンという場所はありますか,YES
2017年に続編はあるのでしょうか？,YES
シェンゲンビザでボスニアに入国できますか,YES
ウンベルトは火と棘の少女で死ぬのか？,YES
ISOとフィルム感度は同じものですか,No
チームが恩赦を受けることはありますか,YES
中国の路上で飲めますか,YES
米国の運転免許証でカナダに入国できますか,No
戦争でエースがクイーンに勝つことはありますか,YES
パでビールを販売するには酒販免許が必要ですか,YES
片方の目は常にもう一方の目よりも強いですか,No
インドで臓器を販売することは合法ですか,No
オーストラリアとアメリカの手話は同じですか,No
マルコ・ポーロのシーズン3はありますか？,No
英国海兵隊ではひげを生やすことは許可されていますか,No
ガラパゴス諸島に人間が住んでいる島はありますか,YES
世界に無人島はありますか,YES
イギリスはハリケーンに見舞われましたか,YES
faカップ準優勝者はヨーロッパへの出場権を獲得できるのか,No
半旗を掲げて旗を掲げてもらえますか,YES
100ポンド紙幣をもらえますか？,YES
三振で盗塁できますか？,YES
黄金の羅針盤の続編映画はありますか,No
ジャマイカは今年ワールドカップに出場しますか,No
赤いシダが生えるところで犬は死ぬのか,YES
コービー・ブライアントはリーグ史上最高の選手でしたか,YES
ウィスコンシン州では車の中で銃を持ち運べますか,YES
連邦政府はあらゆる問題について刑法を制定できるか,No
シカゴ川はミシガン湖につながっていますか,YES
ドクタースリープはシャイニングの続編ですか？,YES
ツール・ド・フランスの最終日に誰かが襲撃したことがありますか,YES
イギリスとヨーロッパを結ぶ電車はありますか,YES
スペインにはまだ王室があるんですか,YES
ニューヨークからパリまで車で行けますか,No
振り子の周期は初期角度に依存しますか,YES
テラノバの次のシーズンはありますか,No
犠牲は打席としてカウントされますか,No
映画の巨人はアカデミー賞を受賞しましたか,YES
シーズン3でジェマは刑務所に行くのか,YES
カリフォルニアでar15を所有することは合法ですか？,No
緑豆はムングダルと同じですか,YES
サンアンドレアス断層は沈み込み帯ですか,YES
ncisのシーズン15はありますか？,YES
米国は国際司法裁判所を認めていますか,No
原作の『美女と野獣』で野獣は歌いますか？,YES
負けたチームにNBAファイナルMVPがいたことがありますか？,YES
エミー・グラミー賞のオスカーとトニーを持っている人はいますか,YES
鏡の国のアリスの前編はありますか,YES
カートとブレインはシーズン4で復縁するのか,YES
マイリトルポニーシーズン8はありますか？,YES
ハードロックスタジアムには屋根がありますか,YES
イニスフリーの湖島は実在する場所ですか,YES
アリゾナに西の銀行はありますか,YES
カナダに入国するにはお金がかかりますか,YES
ホタテ貝のオレンジ色の部分は食べられますか,YES
赤い魚と赤いドラムは同じですか,YES
ファンディップでスティックを食べることになっていますか？,No
2人のビショップと1人のキングとチェックメイトできますか,YES
ドンとベティ・ドレイパーは復縁しますか,No
序文は目次の前にありますか,No
認証済みメールのようなものはありますか,YES
フリースローはフィールドゴールとしてカウントされますか,No
電力サージは停電と同じですか,No
すべてのレンティックシステムには淡水が含まれていますか?,YES
オリジナルのローリングストーンはすべてまだ生きていますか,No
母校を持つには卒業する必要がありますか,No
50 州すべてでお酒を飲めるのは 21 歳でなければなりませんか,No
iPad Air 1にはTouch IDがありますか,No
ガーディアンズ・オブ・ギャラクシーの続編はありますか,YES
テキサスのコロラド川はコロラドの川と同じですか,No
アメリカはワールドカップ決勝に進出したことがありますか,No
形容詞を名詞として使用できますか,YES
私たち国民全員が社会保障番号を持っていますか,No
新しいジャングルブックの映画が公開されますか,YES
ジミー・アンダーソンは世界最高のボウラーですか,YES
ニューヨーク州に私立刑務所はありますか,No
セロリを食べるより多くのカロリーを消費しますか,No
樽に入ったナイアガラの滝を越えた人はいますか,YES
白菜は白菜と同じですか,YES
各大統領は新しいエアフォースワンを手に入れますか,No
ピューマのクーガーとピューマは同じ動物ですか,YES
アトランタ美術館は大学ですか,YES
第二次世界大戦では配給料を支払う必要がありましたか,YES
タイタンズを思い出してください、タイタンズは勝ちますか？,YES
世の中にオスの三毛猫はいますか？,YES
非居住者はニューメキシコで銃を購入できますか,No
ワンス・アポン・ア・タイムのシーズン9はありますか,No
アイルランドでオープン戦が行われたことはありますか,YES
同じ本に異なるisbn番号があることはありますか,YES
大西洋にはホオジロザメがいますか,YES
オオカミをペットとして育ててもいいですか,YES
サニベル島はハリケーンに襲われたことがありますか,YES
ベイツ家に双子はいますか,No
コーリーベイビーはシーズン7のエピソード18で死ぬのですか？,No
プエルトリコの住民は大統領に投票できますか,No
コーヒーメイトクリーマーは冷蔵する必要がありますか,YES
男性と女性はカリフォルニアでドメスティックパートナーとして登録できますか,YES
高校を出てすぐにNBAでプレーできますか,No
グリーンベレーは特殊部隊と同じですか,YES
カンフー・パンダ レジェンド・オブ・スウォーネスネスは打ち切りですか,YES
他の国には言論の自由がありますか,YES
彼らは新しいスクービードゥー映画を作っていますか,YES
cptコードとプロシージャコードは同じですか,No
三冠トロフィーを手に入れることができますか？,YES
ローリはウォーキングデッドの漫画で死ぬのですか？,YES
マシンガン・ケリーはビヨンド・ザ・ライトで演奏しましたか？,YES
1年で4大メジャーすべてを勝った人はいますか,YES
遺言書にノーコンテスト条項を設けることはできますか,YES
フォール・ザ・映画の続編はありますか,No
ケネコット銅鉱山を宇宙から見ることができますか,YES
パトリック・ウィルソンはオペラ座の怪人で歌いますか,YES
USSネイサン・ジェームスは本物の船ですか,No
プレーヤーは同じシーズンに複数のクラブのUEFA大会でプレーできますか,No
イングランドとスコットランドの間に国境はありますか,YES
グラスゴーの路上で飲めますか,No
ワールドカップに出場しているエジプト人は誰ですか,YES
ミストツイストとシエラミストは同じですか,YES
観光客として北朝鮮に旅行できますか,YES
サツマイモと山芋は同じものですか,No
フレッチャー・ヘンダーソンはブラック・スワン・レコードで音楽キャリアをスタートさせた,YES
ダヴィンチコードとインフェルノは繋がっているのか,YES
私には自分を守る権利がありますか,YES
四球は打席としてカウントされますか,YES
兄弟を同時に配備できますか,YES
大統領は3期目に立候補できるだろうか,No
電極電位は還元電位と同じですか,YES
エプコットでメキシコの乗り物はありますか,YES
バスケットボールでドリブルするのに両手を使えますか,YES
彼らはウォーキング・デッドのシーズン2で少女を見つけますか?,YES
私があなたのお母さんと出会った経緯で、そのお母さんが誰なのか分かることはありますか？,YES
ペンシルバニアの食料品店でビールを買えますか,YES
牛は牛乳を生産するために子供を産む必要がありますか,YES
馬に靴を履くと痛いですか,No
オレゴン州では日曜日にお酒を買えますか,YES
19歳はテキサスの両親と酒を飲める？,YES
ジョージア州にはあなたの基本法に対する立場はありますか,YES
シナモンチャレンジをして死ぬことはできますか？,YES
ホテルトランシルバニアのデニスは吸血鬼になりますか？,YES
エッフェル塔の頂上に家はありますか,No
ゴールキーパーはバックパスを拾うことができますか,No
カリフォルニアに西の銀行はありますか,YES
ユニセフは国連の一部ですか,YES
トーレス海峡諸島はオーストラリアの一部ですか,YES
プリティ・リトル・ライアーズのエピソードは他にもありますか,No
ジェーン・ザ・バージンのシーズン5はありますか？,YES
中国でポケットナイフを持ち運べますか,No
司法試験を受けるには法科大学院を卒業する必要がありますか,YES
3対0でリードを奪ったチームはありますか,YES
ラスベガスを反転しているカップルは本当に結婚していますか,YES
グレイの解剖学で爆弾が爆発したのか,YES
ミイラはミイラのリメイクですか,No
サッカーで自分に投げ込むことはできますか,No
フレアガンは武器として使用できますか,YES
リトル・リバー・バンドのオリジナル・メンバーはいますか,No
彼らはブラックリストのシーズン6を作っていますか？,YES
カナダに言論の自由はありますか,YES
大きな島はハワイ島ですか,YES
全米オープンはいつも同じコースで行われますか,No
流産後に流産するのはよくあることですか,No
ニューヨークで銃を所持することは合法ですか,YES
10000札のようなものはありますか,YES
信念を貫くためのシーズン2はありますか,YES
マイリトルポニーの映画にシアは出ていますか,YES
ターミナル サービスはリモート デスクトップと同じですか,YES
